Fluid,Type,Rho_reduced,Temp_reduced,D_reduced,Ref.
n-Decane,C10H22,0.777799091,0.977843809,14.81407625,"Angelis et al., 2025"
n-Decane,C10H22,0.820774761,1.031903375,12.38545989,"Angelis et al., 2025"
n-Decane,C10H22,0.821682697,0.721028298,7.71435873,"Angelis et al., 2025"
n-Decane,C10H22,0.945767377,1.02408824,4.98239706,"Angelis et al., 2025"
n-Decane,C10H22,0.83923614,1.041712785,12.44184023,"Angelis et al., 2025"
n-Decane,C10H22,0.879185354,1.148897796,9.876076318,"Angelis et al., 2025"
n-Decane,C10H22,0.96059701,1.151294757,5.916762544,"Angelis et al., 2025"
n-Decane,C10H22,0.888567366,1.185524829,10.05171539,"Angelis et al., 2025"
n-Decane,C10H22,0.946372668,0.878455652,3.69468933,"Angelis et al., 2025"
n-Decane,C10H22,0.95514939,1.163507642,6.34045598,"Angelis et al., 2025"
n-Decane,C10H22,0.844078469,0.929919145,10.13731794,"Angelis et al., 2025"
n-Decane,C10H22,0.689123942,0.855813828,18.98056387,"Angelis et al., 2025"
n-Decane,C10H22,0.733612839,1.087058594,19.86024998,"Angelis et al., 2025"
n-Decane,C10H22,0.762666813,0.736276244,10.7469327,"Angelis et al., 2025"
n-Decane,C10H22,0.692150397,0.999814851,23.12102097,"Angelis et al., 2025"
n-Decane,C10H22,0.687308068,0.913720917,21.24621239,"Angelis et al., 2025"
n-Decane,C10H22,0.736639295,0.766915358,13.46091,"Angelis et al., 2025"
n-Decane,C10H22,0.966649921,0.893456698,3.105333269,"Angelis et al., 2025"
Toluene,C6H5CH3,0.978223478,0.665308611,0.102434691,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.961995484,0.713321454,2.023401295,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.958912165,0.721789277,2.188666812,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.970596321,0.779011235,2.235584429,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.995100592,0.779153791,1.625044165,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.938951732,0.779809548,3.249160938,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.914609741,0.850089631,4.860589299,"Leverant et al., 2023)"
Toluene,C6H5CH3,1.001429509,0.850089631,1.943308327,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.950311328,0.850118142,3.516228832,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.899679987,0.89297046,6.170847023,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.894811589,0.90711201,6.584253201,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.912013262,0.921453139,5.673216767,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.887184432,0.928466891,6.934617781,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.858947722,1.007015219,10.26148998,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.821785616,1.106690338,13.5733342,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.816105818,1.121059977,14.09646774,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.687742385,1.406171874,32.01823887,"Leverant et al., 2023)"
Toluene,C6H5CH3,0.831846972,1.20175483,15.00402646,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.766448156,0.70298154,10.18780444,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.741457046,1.147756914,21.87712019,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.857487203,1.184776248,12.12213393,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.958912165,1.27004679,6.616037463,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.696992342,0.79601794,18.20167497,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.877447635,0.793363768,5.856250276,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.83687765,0.753729667,7.694952972,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.83736449,1.370106499,16.42976559,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.938464893,0.770480821,3.077361522,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.724904492,1.254996277,26.3103292,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.942846451,0.829424994,3.665264984,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.985688355,1.181629277,5.100952511,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.976600678,1.020398619,4.126748019,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.802798863,1.12090645,15.06072385,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.734316728,0.709295298,12.86674561,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.91882902,1.213026842,8.698307089,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.962969164,1.210029387,6.112821776,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.861381921,1.043393926,9.976738397,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.887671271,0.9172724,6.703296643,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.704781779,0.628010458,10.97857496,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.813022499,0.806073526,9.686654314,"Angelis et al., 2025)"
Toluene,C6H5CH3,0.845965327,1.294994796,14.06097391,"Angelis et al., 2025)"
