Fluid,Type,Rho_reduced,Temp_reduced,H_reduced,D_reduced,Ref.
n-Hexane,C6H14,0.635635708,1.01895393,18.15460246,30.82025364,"Leverant et al., 2023"
n-Hexane,C6H14,0.638828074,0.981760961,18.15460246,29.21326649,"Leverant et al., 2023"
n-Hexane,C6H14,0.745062948,0.812587008,18.15460246,15.39696339,"Leverant et al., 2023"
n-Hexane,C6H14,0.788159901,0.731806732,18.15460246,9.55321862,"Leverant et al., 2023"
n-Hexane,C6H14,0.794721988,0.720306123,18.15460246,9.185087018,"Leverant et al., 2023"
n-Hexane,C6H14,0.800397307,0.708805515,18.15460246,8.727077904,"Leverant et al., 2023"
n-Hexane,C6H14,0.811393237,0.685804297,18.15460246,7.618665629,"Leverant et al., 2023"
n-Hexane,C6H14,0.824517412,0.685804297,18.15460246,7.378826353,"Leverant et al., 2023"
n-Hexane,C6H14,0.835513342,0.765940539,18.15460246,7.794403184,"Leverant et al., 2023"
n-Hexane,C6H14,0.850056347,0.851045043,18.15460246,8.574271914,"Leverant et al., 2023"
n-Hexane,C6H14,0.852007237,0.719938104,18.15460246,6.262112496,"Leverant et al., 2023"
n-Hexane,C6H14,0.86548612,0.570775209,18.15460246,3.706558521,"Leverant et al., 2023"
n-Hexane,C6H14,0.877723526,0.628278253,18.15460246,3.543193345,"Leverant et al., 2023"
n-Hexane,C6H14,0.897232434,0.685781296,18.15460246,1.801087731,"Leverant et al., 2023"
n-Hexane,C6H14,0.308418107,1.169864917,27.23190369,122.979029,"Leverant et al., 2023"
n-Hexane,C6H14,0.549441803,1.082552296,27.23190369,48.78261913,"Leverant et al., 2023"
n-Hexane,C6H14,0.600164965,1.030155523,27.23190369,38.76067222,"Leverant et al., 2023"
n-Hexane,C6H14,0.635635708,1.01895393,27.23190369,35.02817793,"Leverant et al., 2023"
n-Hexane,C6H14,0.638828074,0.981760961,27.23190369,38.01550304,"Leverant et al., 2023"
n-Hexane,C6H14,0.745062948,0.812587008,27.23190369,17.94496239,"Leverant et al., 2023"
n-Hexane,C6H14,0.788159901,0.731806732,27.23190369,11.1950653,"Leverant et al., 2023"
n-Hexane,C6H14,0.794721988,0.720306123,27.23190369,9.943250755,"Leverant et al., 2023"
n-Hexane,C6H14,0.800397307,0.708805515,27.23190369,9.594371001,"Leverant et al., 2023"
n-Hexane,C6H14,0.811393237,0.685804297,27.23190369,8.044766093,"Leverant et al., 2023"
n-Hexane,C6H14,0.824517412,0.685804297,27.23190369,7.722586502,"Leverant et al., 2023"
n-Hexane,C6H14,0.835513342,0.765940539,27.23190369,8.360723943,"Leverant et al., 2023"
n-Hexane,C6H14,0.850056347,0.851045043,27.23190369,8.581133607,"Leverant et al., 2023"
n-Hexane,C6H14,0.852007237,0.719938104,27.23190369,6.921368308,"Leverant et al., 2023"
n-Hexane,C6H14,0.86548612,0.570775209,27.23190369,3.615525543,"Leverant et al., 2023"
n-Hexane,C6H14,0.877723526,0.628278253,27.23190369,4.344002681,"Leverant et al., 2023"
n-Hexane,C6H14,0.897232434,0.685781296,27.23190369,2.652097639,"Leverant et al., 2023"
n-Heptane,C7H16,0.738645045,0.992229773,5.72047729,15.79561834,"Leverant et al., 2023"
n-Heptane,C7H16,0.788195992,0.892464783,5.72047729,11.01182516,"Leverant et al., 2023"
n-Heptane,C7H16,0.815700966,0.832298896,5.72047729,8.537678817,"Leverant et al., 2023"
n-Heptane,C7H16,0.819690238,0.82415633,5.72047729,7.713113733,"Leverant et al., 2023"
n-Heptane,C7H16,0.827878742,0.873655209,5.72047729,8.205315371,"Leverant et al., 2023"
n-Heptane,C7H16,0.843835826,0.769559067,5.72047729,5.054074598,"Leverant et al., 2023"
n-Heptane,C7H16,0.849084867,0.75708535,5.72047729,4.516143148,"Leverant et al., 2023"
n-Heptane,C7H16,0.853074138,0.750304003,5.72047729,3.818523873,"Leverant et al., 2023"
n-Heptane,C7H16,0.856013601,0.799406891,5.72047729,4.929478246,"Leverant et al., 2023"
n-Heptane,C7H16,0.857483333,0.737929284,5.72047729,1.953469301,"Leverant et al., 2023"
n-Heptane,C7H16,0.883938499,0.676154683,5.72047729,0.625895083,"Leverant et al., 2023"
n-Heptane,C7H16,0.885828154,0.824527572,5.72047729,1.901292582,"Leverant et al., 2023"
n-Heptane,C7H16,0.897166082,0.645242633,5.72047729,0.383431222,"Leverant et al., 2023"
n-Heptane,C7H16,0.738645045,0.992229773,8.580715935,17.49636136,"Leverant et al., 2023"
n-Heptane,C7H16,0.788195992,0.892464783,8.580715935,12.37548702,"Leverant et al., 2023"
n-Heptane,C7H16,0.815700966,0.832298896,8.580715935,8.842750981,"Leverant et al., 2023"
n-Heptane,C7H16,0.819690238,0.82415633,8.580715935,8.539783929,"Leverant et al., 2023"
n-Heptane,C7H16,0.827878742,0.873655209,8.580715935,8.620248099,"Leverant et al., 2023"
n-Heptane,C7H16,0.843835826,0.769559067,8.580715935,6.425461472,"Leverant et al., 2023"
n-Heptane,C7H16,0.849084867,0.75708535,8.580715935,6.338024117,"Leverant et al., 2023"
n-Heptane,C7H16,0.853074138,0.750304003,8.580715935,5.771730034,"Leverant et al., 2023"
n-Heptane,C7H16,0.856013601,0.799406891,8.580715935,6.018516894,"Leverant et al., 2023"
n-Heptane,C7H16,0.857483333,0.737929284,8.580715935,4.949645977,"Leverant et al., 2023"
n-Heptane,C7H16,0.883938499,0.676154683,8.580715935,0.85520199,"Leverant et al., 2023"
n-Heptane,C7H16,0.885828154,0.824527572,8.580715935,5.012235485,"Leverant et al., 2023"
n-Heptane,C7H16,0.897166082,0.645242633,8.580715935,0.481168592,"Leverant et al., 2023"
n-Heptane,C7H16,0.738645045,0.992229773,11.44095458,19.35696136,"Leverant et al., 2023"
n-Heptane,C7H16,0.788195992,0.892464783,11.44095458,11.75179103,"Leverant et al., 2023"
n-Heptane,C7H16,0.815700966,0.832298896,11.44095458,10.07307652,"Leverant et al., 2023"
n-Heptane,C7H16,0.819690238,0.82415633,11.44095458,8.941183791,"Leverant et al., 2023"
n-Heptane,C7H16,0.827878742,0.873655209,11.44095458,8.91319707,"Leverant et al., 2023"
n-Heptane,C7H16,0.843835826,0.769559067,11.44095458,6.560508204,"Leverant et al., 2023"
n-Heptane,C7H16,0.849084867,0.75708535,11.44095458,6.354000418,"Leverant et al., 2023"
n-Heptane,C7H16,0.853074138,0.750304003,11.44095458,6.139598459,"Leverant et al., 2023"
n-Heptane,C7H16,0.856013601,0.799406891,11.44095458,6.210721192,"Leverant et al., 2023"
n-Heptane,C7H16,0.857483333,0.737929284,11.44095458,6.167397223,"Leverant et al., 2023"
n-Heptane,C7H16,0.883938499,0.676154683,11.44095458,3.37372486,"Leverant et al., 2023"
n-Heptane,C7H16,0.885828154,0.824527572,11.44095458,5.352662264,"Leverant et al., 2023"
n-Heptane,C7H16,0.897166082,0.645242633,11.44095458,0.330803407,"Leverant et al., 2023"
n-Heptane,C7H16,0.738645045,0.992229773,17.16143187,19.18802607,"Leverant et al., 2023"
n-Heptane,C7H16,0.788195992,0.892464783,17.16143187,13.54707616,"Leverant et al., 2023"
n-Heptane,C7H16,0.815700966,0.832298896,17.16143187,10.5370095,"Leverant et al., 2023"
n-Heptane,C7H16,0.819690238,0.82415633,17.16143187,9.280332465,"Leverant et al., 2023"
n-Heptane,C7H16,0.827878742,0.873655209,17.16143187,10.12525324,"Leverant et al., 2023"
n-Heptane,C7H16,0.843835826,0.769559067,17.16143187,7.471157355,"Leverant et al., 2023"
n-Heptane,C7H16,0.849084867,0.75708535,17.16143187,6.25880046,"Leverant et al., 2023"
n-Heptane,C7H16,0.853074138,0.750304003,17.16143187,6.793348693,"Leverant et al., 2023"
n-Heptane,C7H16,0.856013601,0.799406891,17.16143187,7.178208383,"Leverant et al., 2023"
n-Heptane,C7H16,0.857483333,0.737929284,17.16143187,5.693089043,"Leverant et al., 2023"
n-Heptane,C7H16,0.883938499,0.676154683,17.16143187,3.940939929,"Leverant et al., 2023"
n-Heptane,C7H16,0.885828154,0.824527572,17.16143187,5.773008138,"Leverant et al., 2023"
n-Heptane,C7H16,0.897166082,0.645242633,17.16143187,1.435987517,"Leverant et al., 2023"
n-Heptane,C7H16,0.738645045,0.992229773,25.7421478,20.39906727,"Leverant et al., 2023"
n-Heptane,C7H16,0.788195992,0.892464783,25.7421478,14.38453506,"Leverant et al., 2023"
n-Heptane,C7H16,0.815700966,0.832298896,25.7421478,10.67839036,"Leverant et al., 2023"
n-Heptane,C7H16,0.819690238,0.82415633,25.7421478,11.83116505,"Leverant et al., 2023"
n-Heptane,C7H16,0.827878742,0.873655209,25.7421478,10.62095086,"Leverant et al., 2023"
n-Heptane,C7H16,0.843835826,0.769559067,25.7421478,7.546621882,"Leverant et al., 2023"
n-Heptane,C7H16,0.849084867,0.75708535,25.7421478,7.518747936,"Leverant et al., 2023"
n-Heptane,C7H16,0.853074138,0.750304003,25.7421478,7.386351391,"Leverant et al., 2023"
n-Heptane,C7H16,0.856013601,0.799406891,25.7421478,8.777699243,"Leverant et al., 2023"
n-Heptane,C7H16,0.857483333,0.737929284,25.7421478,6.908039737,"Leverant et al., 2023"
n-Heptane,C7H16,0.883938499,0.676154683,25.7421478,4.769470894,"Leverant et al., 2023"
n-Heptane,C7H16,0.885828154,0.824527572,25.7421478,7.132741711,"Leverant et al., 2023"
n-Heptane,C7H16,0.897166082,0.645242633,25.7421478,1.976212035,"Leverant et al., 2023"
n-Octane,C8H18,0.729540981,0.885725859,5.507606977,14.57206393,"Leverant et al., 2023"
n-Octane,C8H18,0.753537492,0.843912808,5.507606977,11.91126009,"Leverant et al., 2023"
n-Octane,C8H18,0.776592963,0.802099757,5.507606977,9.387441384,"Leverant et al., 2023"
n-Octane,C8H18,0.800354214,0.760286706,5.507606977,7.08057203,"Leverant et al., 2023"
n-Octane,C8H18,0.808823571,0.740091002,5.507606977,7.312082936,"Leverant et al., 2023"
n-Octane,C8H18,0.821292346,0.715358583,5.507606977,5.756323254,"Leverant et al., 2023"
n-Octane,C8H18,0.830702743,0.696521803,5.507606977,4.94790855,"Leverant et al., 2023"
n-Octane,C8H18,0.840113139,0.675615278,5.507606977,4.068586196,"Leverant et al., 2023"
n-Octane,C8H18,0.845759377,0.665162015,5.507606977,3.639926093,"Leverant et al., 2023"
n-Octane,C8H18,0.849053016,0.658660085,5.507606977,2.869513486,"Leverant et al., 2023"
n-Octane,C8H18,0.861051271,0.633802227,5.507606977,1.372692571,"Leverant et al., 2023"
n-Octane,C8H18,0.865991729,0.623348964,5.507606977,1.294557418,"Leverant et al., 2023"
n-Octane,C8H18,0.870932187,0.612895701,5.507606977,1.095667938,"Leverant et al., 2023"
n-Octane,C8H18,0.876813685,0.623348964,5.507606977,0.863038279,"Leverant et al., 2023"
n-Octane,C8H18,0.884812522,0.696187299,5.507606977,0.148101631,"Leverant et al., 2023"
n-Octane,C8H18,0.895634478,0.623348964,5.507606977,0.077247253,"Leverant et al., 2023"
n-Octane,C8H18,0.729540981,0.885725859,8.261410466,15.89924278,"Leverant et al., 2023"
n-Octane,C8H18,0.753537492,0.843912808,8.261410466,13.05766261,"Leverant et al., 2023"
n-Octane,C8H18,0.776592963,0.802099757,8.261410466,11.5690814,"Leverant et al., 2023"
n-Octane,C8H18,0.800354214,0.760286706,8.261410466,8.669805522,"Leverant et al., 2023"
n-Octane,C8H18,0.808823571,0.740091002,8.261410466,7.585840099,"Leverant et al., 2023"
n-Octane,C8H18,0.821292346,0.715358583,8.261410466,6.320654395,"Leverant et al., 2023"
n-Octane,C8H18,0.830702743,0.696521803,8.261410466,6.33898064,"Leverant et al., 2023"
n-Octane,C8H18,0.840113139,0.675615278,8.261410466,5.300795313,"Leverant et al., 2023"
n-Octane,C8H18,0.845759377,0.665162015,8.261410466,4.534982026,"Leverant et al., 2023"
n-Octane,C8H18,0.849053016,0.658660085,8.261410466,4.572149497,"Leverant et al., 2023"
n-Octane,C8H18,0.861051271,0.633802227,8.261410466,2.703227675,"Leverant et al., 2023"
n-Octane,C8H18,0.865991729,0.623348964,8.261410466,1.504101691,"Leverant et al., 2023"
n-Octane,C8H18,0.870932187,0.612895701,8.261410466,1.219973863,"Leverant et al., 2023"
n-Octane,C8H18,0.876813685,0.623348964,8.261410466,0.974913611,"Leverant et al., 2023"
n-Octane,C8H18,0.884812522,0.696187299,8.261410466,1.060151959,"Leverant et al., 2023"
n-Octane,C8H18,0.895634478,0.623348964,8.261410466,0.941173431,"Leverant et al., 2023"
n-Octane,C8H18,0.729540981,0.885725859,11.01521395,16.56681887,"Leverant et al., 2023"
n-Octane,C8H18,0.753537492,0.843912808,11.01521395,13.18113391,"Leverant et al., 2023"
n-Octane,C8H18,0.776592963,0.802099757,11.01521395,11.54750544,"Leverant et al., 2023"
n-Octane,C8H18,0.800354214,0.760286706,11.01521395,9.108854048,"Leverant et al., 2023"
n-Octane,C8H18,0.808823571,0.740091002,11.01521395,8.526605096,"Leverant et al., 2023"
n-Octane,C8H18,0.821292346,0.715358583,11.01521395,6.907982132,"Leverant et al., 2023"
n-Octane,C8H18,0.830702743,0.696521803,11.01521395,6.566513756,"Leverant et al., 2023"
n-Octane,C8H18,0.840113139,0.675615278,11.01521395,5.849108748,"Leverant et al., 2023"
n-Octane,C8H18,0.845759377,0.665162015,11.01521395,5.112596143,"Leverant et al., 2023"
n-Octane,C8H18,0.849053016,0.658660085,11.01521395,5.220475928,"Leverant et al., 2023"
n-Octane,C8H18,0.861051271,0.633802227,11.01521395,4.478920054,"Leverant et al., 2023"
n-Octane,C8H18,0.865991729,0.623348964,11.01521395,3.234031732,"Leverant et al., 2023"
n-Octane,C8H18,0.870932187,0.612895701,11.01521395,2.060743623,"Leverant et al., 2023"
n-Octane,C8H18,0.876813685,0.623348964,11.01521395,2.416471664,"Leverant et al., 2023"
n-Octane,C8H18,0.884812522,0.696187299,11.01521395,3.358799365,"Leverant et al., 2023"
n-Octane,C8H18,0.895634478,0.623348964,11.01521395,1.496998495,"Leverant et al., 2023"
n-Octane,C8H18,0.729540981,0.885725859,16.52282093,18.1644874,"Leverant et al., 2023"
n-Octane,C8H18,0.753537492,0.843912808,16.52282093,13.75704326,"Leverant et al., 2023"
n-Octane,C8H18,0.776592963,0.802099757,16.52282093,12.2231259,"Leverant et al., 2023"
n-Octane,C8H18,0.800354214,0.760286706,16.52282093,10.70449817,"Leverant et al., 2023"
n-Octane,C8H18,0.808823571,0.740091002,16.52282093,8.997724551,"Leverant et al., 2023"
n-Octane,C8H18,0.821292346,0.715358583,16.52282093,7.652574622,"Leverant et al., 2023"
n-Octane,C8H18,0.830702743,0.696521803,16.52282093,7.861745978,"Leverant et al., 2023"
n-Octane,C8H18,0.840113139,0.675615278,16.52282093,6.467974674,"Leverant et al., 2023"
n-Octane,C8H18,0.845759377,0.665162015,16.52282093,5.903448195,"Leverant et al., 2023"
n-Octane,C8H18,0.849053016,0.658660085,16.52282093,5.223601334,"Leverant et al., 2023"
n-Octane,C8H18,0.861051271,0.633802227,16.52282093,4.705103563,"Leverant et al., 2023"
n-Octane,C8H18,0.865991729,0.623348964,16.52282093,3.900524585,"Leverant et al., 2023"
n-Octane,C8H18,0.870932187,0.612895701,16.52282093,2.962884994,"Leverant et al., 2023"
n-Octane,C8H18,0.876813685,0.623348964,16.52282093,2.832488079,"Leverant et al., 2023"
n-Octane,C8H18,0.884812522,0.696187299,16.52282093,3.764551661,"Leverant et al., 2023"
n-Octane,C8H18,0.895634478,0.623348964,16.52282093,0.832849697,"Leverant et al., 2023"
n-Octane,C8H18,0.729540981,0.885725859,24.7842314,21.61438525,"Leverant et al., 2023"
n-Octane,C8H18,0.753537492,0.843912808,24.7842314,16.97859112,"Leverant et al., 2023"
n-Octane,C8H18,0.776592963,0.802099757,24.7842314,12.75456925,"Leverant et al., 2023"
n-Octane,C8H18,0.800354214,0.760286706,24.7842314,10.62249178,"Leverant et al., 2023"
n-Octane,C8H18,0.808823571,0.740091002,24.7842314,10.97997786,"Leverant et al., 2023"
n-Octane,C8H18,0.821292346,0.715358583,24.7842314,9.859022547,"Leverant et al., 2023"
n-Octane,C8H18,0.830702743,0.696521803,24.7842314,7.811455352,"Leverant et al., 2023"
n-Octane,C8H18,0.840113139,0.675615278,24.7842314,7.332398076,"Leverant et al., 2023"
n-Octane,C8H18,0.845759377,0.665162015,24.7842314,6.030133691,"Leverant et al., 2023"
n-Octane,C8H18,0.849053016,0.658660085,24.7842314,6.14053511,"Leverant et al., 2023"
n-Octane,C8H18,0.861051271,0.633802227,24.7842314,5.158731399,"Leverant et al., 2023"
n-Octane,C8H18,0.865991729,0.623348964,24.7842314,4.514311726,"Leverant et al., 2023"
n-Octane,C8H18,0.870932187,0.612895701,24.7842314,3.700392046,"Leverant et al., 2023"
n-Octane,C8H18,0.876813685,0.623348964,24.7842314,4.465033306,"Leverant et al., 2023"
n-Octane,C8H18,0.884812522,0.696187299,24.7842314,4.184439318,"Leverant et al., 2023"
n-Octane,C8H18,0.895634478,0.623348964,24.7842314,2.448063127,"Leverant et al., 2023"
n-Nonane,C9H20,0.700960937,0.949252028,5.287245143,18.80510705,"Leverant et al., 2023"
n-Nonane,C9H20,0.735264412,0.894722967,5.287245143,14.56672715,"Leverant et al., 2023"
n-Nonane,C9H20,0.780470542,0.816327388,5.287245143,9.774080951,"Leverant et al., 2023"
n-Nonane,C9H20,0.79084136,0.797065279,5.287245143,8.629480643,"Leverant et al., 2023"
n-Nonane,C9H20,0.831792796,0.719333218,5.287245143,5.404681058,"Leverant et al., 2023"
n-Nonane,C9H20,0.833654225,0.716096057,5.287245143,5.442289961,"Leverant et al., 2023"
n-Nonane,C9H20,0.84960933,0.74022396,5.287245143,4.285076587,"Leverant et al., 2023"
n-Nonane,C9H20,0.869553211,0.644436185,5.287245143,0.829061078,"Leverant et al., 2023"
n-Nonane,C9H20,0.876998926,0.629336139,5.287245143,0.706827714,"Leverant et al., 2023"
n-Nonane,C9H20,0.87965811,0.669549311,5.287245143,0.767058647,"Leverant et al., 2023"
n-Nonane,C9H20,0.882583213,0.709762483,5.287245143,0.713913706,"Leverant et al., 2023"
n-Nonane,C9H20,0.891092602,0.599497966,5.287245143,0.356071104,"Leverant et al., 2023"
n-Nonane,C9H20,0.700960937,0.949252028,7.930867715,19.3753877,"Leverant et al., 2023"
n-Nonane,C9H20,0.735264412,0.894722967,7.930867715,15.31479534,"Leverant et al., 2023"
n-Nonane,C9H20,0.780470542,0.816327388,7.930867715,11.81637017,"Leverant et al., 2023"
n-Nonane,C9H20,0.79084136,0.797065279,7.930867715,9.782849866,"Leverant et al., 2023"
n-Nonane,C9H20,0.831792796,0.719333218,7.930867715,6.361927733,"Leverant et al., 2023"
n-Nonane,C9H20,0.833654225,0.716096057,7.930867715,6.193298836,"Leverant et al., 2023"
n-Nonane,C9H20,0.84960933,0.74022396,7.930867715,5.726402815,"Leverant et al., 2023"
n-Nonane,C9H20,0.869553211,0.644436185,7.930867715,1.229419633,"Leverant et al., 2023"
n-Nonane,C9H20,0.876998926,0.629336139,7.930867715,0.795402616,"Leverant et al., 2023"
n-Nonane,C9H20,0.87965811,0.669549311,7.930867715,1.006210882,"Leverant et al., 2023"
n-Nonane,C9H20,0.882583213,0.709762483,7.930867715,0.57573686,"Leverant et al., 2023"
n-Nonane,C9H20,0.891092602,0.599497966,7.930867715,0.689112734,"Leverant et al., 2023"
n-Nonane,C9H20,0.700960937,0.949252028,10.57449029,21.77261426,"Leverant et al., 2023"
n-Nonane,C9H20,0.735264412,0.894722967,10.57449029,16.98329848,"Leverant et al., 2023"
n-Nonane,C9H20,0.780470542,0.816327388,10.57449029,11.45494914,"Leverant et al., 2023"
n-Nonane,C9H20,0.79084136,0.797065279,10.57449029,10.53594911,"Leverant et al., 2023"
n-Nonane,C9H20,0.831792796,0.719333218,10.57449029,6.884342503,"Leverant et al., 2023"
n-Nonane,C9H20,0.833654225,0.716096057,10.57449029,6.297108621,"Leverant et al., 2023"
n-Nonane,C9H20,0.84960933,0.74022396,10.57449029,5.790619619,"Leverant et al., 2023"
n-Nonane,C9H20,0.869553211,0.644436185,10.57449029,0.246238226,"Leverant et al., 2023"
n-Nonane,C9H20,0.876998926,0.629336139,10.57449029,2.559708365,"Leverant et al., 2023"
n-Nonane,C9H20,0.87965811,0.669549311,10.57449029,0.110010028,"Leverant et al., 2023"
n-Nonane,C9H20,0.882583213,0.709762483,10.57449029,2.688868286,"Leverant et al., 2023"
n-Nonane,C9H20,0.891092602,0.599497966,10.57449029,1.027468858,"Leverant et al., 2023"
n-Nonane,C9H20,0.700960937,0.949252028,15.86173543,22.30659692,"Leverant et al., 2023"
n-Nonane,C9H20,0.735264412,0.894722967,15.86173543,18.66356436,"Leverant et al., 2023"
n-Nonane,C9H20,0.780470542,0.816327388,15.86173543,12.57416388,"Leverant et al., 2023"
n-Nonane,C9H20,0.79084136,0.797065279,15.86173543,13.74283885,"Leverant et al., 2023"
n-Nonane,C9H20,0.831792796,0.719333218,15.86173543,7.390512635,"Leverant et al., 2023"
n-Nonane,C9H20,0.833654225,0.716096057,15.86173543,7.160607621,"Leverant et al., 2023"
n-Nonane,C9H20,0.84960933,0.74022396,15.86173543,6.156398532,"Leverant et al., 2023"
n-Nonane,C9H20,0.869553211,0.644436185,15.86173543,3.836214416,"Leverant et al., 2023"
n-Nonane,C9H20,0.876998926,0.629336139,15.86173543,1.737839568,"Leverant et al., 2023"
n-Nonane,C9H20,0.87965811,0.669549311,15.86173543,3.745655437,"Leverant et al., 2023"
n-Nonane,C9H20,0.882583213,0.709762483,15.86173543,3.905196549,"Leverant et al., 2023"
n-Nonane,C9H20,0.891092602,0.599497966,15.86173543,1.890365549,"Leverant et al., 2023"
n-Nonane,C9H20,0.700960937,0.949252028,23.79260314,25.00008881,"Leverant et al., 2023"
n-Nonane,C9H20,0.735264412,0.894722967,23.79260314,23.98314265,"Leverant et al., 2023"
n-Nonane,C9H20,0.780470542,0.816327388,23.79260314,14.07067227,"Leverant et al., 2023"
n-Nonane,C9H20,0.79084136,0.797065279,23.79260314,11.36669311,"Leverant et al., 2023"
n-Nonane,C9H20,0.831792796,0.719333218,23.79260314,8.5066804,"Leverant et al., 2023"
n-Nonane,C9H20,0.833654225,0.716096057,23.79260314,7.892927192,"Leverant et al., 2023"
n-Nonane,C9H20,0.84960933,0.74022396,23.79260314,8.003929258,"Leverant et al., 2023"
n-Nonane,C9H20,0.869553211,0.644436185,23.79260314,4.024205787,"Leverant et al., 2023"
n-Nonane,C9H20,0.876998926,0.629336139,23.79260314,2.996878649,"Leverant et al., 2023"
n-Nonane,C9H20,0.87965811,0.669549311,23.79260314,3.592332282,"Leverant et al., 2023"
n-Nonane,C9H20,0.882583213,0.709762483,23.79260314,4.580863613,"Leverant et al., 2023"
n-Nonane,C9H20,0.891092602,0.599497966,23.79260314,1.59257673,"Leverant et al., 2023"
n-Decane,C10H22,0.677320765,1.194132335,5.064082991,26.92499259,"Leverant et al., 2023"
n-Decane,C10H22,0.72059908,1.12617938,5.064082991,19.41815171,"Leverant et al., 2023"
n-Decane,C10H22,0.760245649,1.05413315,5.064082991,15.85443677,"Leverant et al., 2023"
n-Decane,C10H22,0.782036129,1.012188585,5.064082991,12.15143373,"Leverant et al., 2023"
n-Decane,C10H22,0.786575812,1.030217389,5.064082991,13.27594428,"Leverant et al., 2023"
n-Decane,C10H22,0.795049888,0.985835256,5.064082991,12.00786455,"Leverant et al., 2023"
n-Decane,C10H22,0.800800154,0.974245311,5.064082991,10.43934453,"Leverant et al., 2023"
n-Decane,C10H22,0.82289328,0.928414434,5.064082991,9.053993704,"Leverant et al., 2023"
n-Decane,C10H22,0.854671063,0.858322858,5.064082991,6.928607986,"Leverant et al., 2023"
n-Decane,C10H22,0.877672126,0.807386887,5.064082991,1.513668644,"Leverant et al., 2023"
n-Decane,C10H22,0.882817101,0.79027792,5.064082991,0.81034786,"Leverant et al., 2023"
n-Decane,C10H22,0.888264721,0.777262227,5.064082991,0.531312984,"Leverant et al., 2023"
n-Decane,C10H22,0.89583086,0.765810257,5.064082991,0.219787745,"Leverant et al., 2023"
n-Decane,C10H22,0.899765252,0.756542899,5.064082991,0.133210485,"Leverant et al., 2023"
n-Decane,C10H22,0.915805467,0.720140352,5.064082991,0.095368769,"Leverant et al., 2023"
n-Decane,C10H22,0.677320765,1.194132335,7.596124487,31.60759916,"Leverant et al., 2023"
n-Decane,C10H22,0.72059908,1.12617938,7.596124487,23.52399702,"Leverant et al., 2023"
n-Decane,C10H22,0.760245649,1.05413315,7.596124487,16.81670574,"Leverant et al., 2023"
n-Decane,C10H22,0.782036129,1.012188585,7.596124487,15.5085673,"Leverant et al., 2023"
n-Decane,C10H22,0.786575812,1.030217389,7.596124487,15.27261083,"Leverant et al., 2023"
n-Decane,C10H22,0.795049888,0.985835256,7.596124487,12.05770859,"Leverant et al., 2023"
n-Decane,C10H22,0.800800154,0.974245311,7.596124487,11.90383805,"Leverant et al., 2023"
n-Decane,C10H22,0.82289328,0.928414434,7.596124487,10.46763026,"Leverant et al., 2023"
n-Decane,C10H22,0.854671063,0.858322858,7.596124487,7.279255443,"Leverant et al., 2023"
n-Decane,C10H22,0.877672126,0.807386887,7.596124487,4.646848065,"Leverant et al., 2023"
n-Decane,C10H22,0.882817101,0.79027792,7.596124487,4.460429833,"Leverant et al., 2023"
n-Decane,C10H22,0.888264721,0.777262227,7.596124487,3.679151292,"Leverant et al., 2023"
n-Decane,C10H22,0.89583086,0.765810257,7.596124487,2.105585709,"Leverant et al., 2023"
n-Decane,C10H22,0.899765252,0.756542899,7.596124487,2.225456034,"Leverant et al., 2023"
n-Decane,C10H22,0.915805467,0.720140352,7.596124487,0.898262958,"Leverant et al., 2023"
n-Decane,C10H22,0.677320765,1.194132335,10.12816598,29.70563246,"Leverant et al., 2023"
n-Decane,C10H22,0.72059908,1.12617938,10.12816598,24.33707789,"Leverant et al., 2023"
n-Decane,C10H22,0.760245649,1.05413315,10.12816598,18.43271902,"Leverant et al., 2023"
n-Decane,C10H22,0.782036129,1.012188585,10.12816598,15.43907615,"Leverant et al., 2023"
n-Decane,C10H22,0.786575812,1.030217389,10.12816598,15.23620251,"Leverant et al., 2023"
n-Decane,C10H22,0.795049888,0.985835256,10.12816598,13.72398637,"Leverant et al., 2023"
n-Decane,C10H22,0.800800154,0.974245311,10.12816598,12.28359305,"Leverant et al., 2023"
n-Decane,C10H22,0.82289328,0.928414434,10.12816598,10.32757768,"Leverant et al., 2023"
n-Decane,C10H22,0.854671063,0.858322858,10.12816598,7.410440059,"Leverant et al., 2023"
n-Decane,C10H22,0.877672126,0.807386887,10.12816598,5.216385004,"Leverant et al., 2023"
n-Decane,C10H22,0.882817101,0.79027792,10.12816598,5.06627953,"Leverant et al., 2023"
n-Decane,C10H22,0.888264721,0.777262227,10.12816598,4.655085327,"Leverant et al., 2023"
n-Decane,C10H22,0.89583086,0.765810257,10.12816598,2.508408866,"Leverant et al., 2023"
n-Decane,C10H22,0.899765252,0.756542899,10.12816598,2.778881576,"Leverant et al., 2023"
n-Decane,C10H22,0.915805467,0.720140352,10.12816598,0.322992425,"Leverant et al., 2023"
n-Decane,C10H22,0.677320765,1.194132335,15.19224897,31.27552855,"Leverant et al., 2023"
n-Decane,C10H22,0.72059908,1.12617938,15.19224897,25.64930629,"Leverant et al., 2023"
n-Decane,C10H22,0.760245649,1.05413315,15.19224897,20.42745526,"Leverant et al., 2023"
n-Decane,C10H22,0.782036129,1.012188585,15.19224897,16.73528871,"Leverant et al., 2023"
n-Decane,C10H22,0.786575812,1.030217389,15.19224897,15.37862497,"Leverant et al., 2023"
n-Decane,C10H22,0.795049888,0.985835256,15.19224897,16.52073765,"Leverant et al., 2023"
